address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
474 48th Ave APT 10J,Long Island City,NY,11109,650000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-10J-Long-Island-City-NY-11109/87618007_zpid/
474 48th Ave # 11D,Long Island City,NY,11109,540000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-11D-Long-Island-City-NY-11109/2097321604_zpid/
474 48th Ave APT 35F,Long Island City,NY,11109,650000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-35F-Long-Island-City-NY-11109/125791611_zpid/
4630 Center Blvd APT 1211,Long Island City,NY,11109,2515000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-APT-1211-Long-Island-City-NY-11109/94720758_zpid/
474 48th Ave APT 27E,Long Island City,NY,11109,528000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-27E-Long-Island-City-NY-11109/111711488_zpid/
474 48th Ave APT 14N,Long Island City,NY,11109,599999,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-14N-Long-Island-City-NY-11109/109178497_zpid/
4630 Center Blvd # PHA,Long Island City,NY,11109,3998000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-PHA-Long-Island-City-NY-11109/2108041493_zpid/
4630 Center Blvd APT 1011,Long Island City,NY,11109,2449000,NA,NA,NA,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/4630-Center-Blvd-APT-1011-Long-Island-City-NY-11109/94720034_zpid/
474 48th Ave APT 25M,Long Island City,NY,11109,575000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-25M-Long-Island-City-NY-11109/80276503_zpid/
474 48th Ave APT 33G,Long Island City,NY,11109,539000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-33G-Long-Island-City-NY-11109/2092747917_zpid/
474 48th Ave APT 11G,Long Island City,NY,11109,610000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-11G-Long-Island-City-NY-11109/2092575595_zpid/
474 48th Ave APT 33E,Long Island City,NY,11109,579000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-33E-Long-Island-City-NY-11109/2107583620_zpid/
474 48th Ave APT 35E,Long Island City,NY,11109,550000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-35E-Long-Island-City-NY-11109/2092439772_zpid/
474 48th Ave APT 30F,Long Island City,NY,11109,648000,NA,NA,NA,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/474-48th-Ave-APT-30F-Long-Island-City-NY-11109/79734158_zpid/
48th Ave,Long Island City,NY,11109,NA,NA,NA,NA,NA,Pre-Foreclosure (Auction),"http://www.zillow.com/homes/for_sale/154075417_zpid/any_days/globalrelevanceex_sort/29.759534,-95.335321,29.675003,-95.502863_rect/12_zm/"
